Order_ID,Restaurant,User_Type,Time,Items_List,Items
1681,SpaghettiFactory,student,night,"['Alfredo Pasta', 'Soda']","Alfredo Pasta, Soda"
1682,Dominos,student,morning,"['Pepperoni Pizza', 'Coke']","Pepperoni Pizza, Coke"
1683,KFC,diet,night,['Twister'],Twister
1684,SpaghettiFactory,family,night,"['Spaghetti Bolognese', 'Garlic Bread', 'Garlic Bread']","Spaghetti Bolognese, Garlic Bread, Garlic Bread"
1685,KFC,family,night,"['Chicken Bucket', '7UP']","Chicken Bucket, 7UP"
1686,SpaghettiFactory,family,morning,"['Alfredo Pasta', 'Garlic Bread', 'Soda']","Alfredo Pasta, Garlic Bread, Soda"
1687,Zooba,student,afternoon,"['Koshary', 'Fries', 'Tamarind Juice']","Koshary, Fries, Tamarind Juice"
1688,Hardees,diet,afternoon,['Chicken Fillet'],Chicken Fillet
1689,KFC,student,night,"['Zinger', 'Coleslaw', 'Pepsi']","Zinger, Coleslaw, Pepsi"
1690,Bazooka,family,afternoon,"['Beef Burger', 'Fries']","Beef Burger, Fries"
1691,Hardees,family,afternoon,"['Thickburger', 'Fries', 'Cola']","Thickburger, Fries, Cola"
1692,CookDoor,family,afternoon,"['Shawarma', 'Fries', 'Fries', 'Juice']","Shawarma, Fries, Fries, Juice"
1693,Bazooka,family,afternoon,"['Beef Burger', 'Fries', 'Cola']","Beef Burger, Fries, Cola"
1694,SpaghettiFactory,family,afternoon,"['Alfredo Pasta', 'Garlic Bread', 'Juice']","Alfredo Pasta, Garlic Bread, Juice"
1695,SpaghettiFactory,student,night,"['Spaghetti Bolognese', 'Salad']","Spaghetti Bolognese, Salad"
1696,Bazooka,diet,night,['Crispy Sandwich'],Crispy Sandwich
1697,Bazooka,family,afternoon,"['Beef Burger', 'Fries', 'Fries', 'Juice']","Beef Burger, Fries, Fries, Juice"
1698,CookDoor,family,morning,"['Shawarma', 'Fries', 'Juice', 'Thickburger', 'Twister', 'Garlic Bread', 'Beef Burger', 'Spaghetti Bolognese', 'Coke', 'Chicken Ranch', 'Koshary', 'BBQ Chicken Pizza', '7UP', 'Burrito']","Shawarma, Fries, Juice, Thickburger"
1699,PizzaHut,student,morning,"['Margherita', 'Garlic Bread', 'Pepsi']","Margherita, Garlic Bread, Pepsi"
1700,Zooba,student,afternoon,"['Koshary', 'Tamarind Juice', 'Tamarind Juice', 'Mirinda', 'Margherita', 'Soda', 'Koshary', 'Chicken Ranch', 'Onion Rings', 'Juice', 'Shawarma', 'Cola', 'Thickburger', 'Pickles', 'Hibiscus', 'Salad', 'Chicken Bucket']","Koshary, Tamarind Juice, Tamarind Juice, Mirinda"
1701,Dominos,family,afternoon,"['Pepperoni Pizza', 'Cheesy Bread', 'Coke']","Pepperoni Pizza, Cheesy Bread, Coke"
1702,TacoBell,family,night,"['Taco', 'Fries', 'Fries']","Taco, Fries, Fries"
1703,TacoBell,diet,morning,['Taco'],Taco
1704,Hardees,family,afternoon,"['Thickburger', 'Fries', 'Pepsi']","Thickburger, Fries, Pepsi"
1705,Hardees,family,afternoon,"['Thickburger', 'Fries', 'Fries', 'Cola']","Thickburger, Fries, Fries, Cola"
1706,CookDoor,family,morning,"['Shawarma', 'Fries', 'Fries', 'Cola']","Shawarma, Fries, Fries, Cola"
1707,McDonalds,student,night,"['Big Mac', 'Fries']","Big Mac, Fries"
1708,Hardees,diet,afternoon,['Chicken Fillet'],Chicken Fillet
1709,Hardees,family,night,"['Thickburger', 'Fries']","Thickburger, Fries"
1710,Hardees,family,morning,"['Thickburger', 'Pepsi']","Thickburger, Pepsi"
1711,Zooba,diet,morning,['Koshary'],Koshary
1712,Bazooka,student,morning,"['Beef Burger', 'Cola', 'Nuggets']","Beef Burger, Cola, Nuggets"
1713,Zooba,student,morning,"['Falafel Sandwich', 'Hibiscus']","Falafel Sandwich, Hibiscus"
1714,McDonalds,family,afternoon,"['Big Mac', 'Fries', 'Coke', 'Cheesy Bread', 'Fanta', 'Chicken Sandwich', 'BBQ Chicken Pizza', 'Wings', 'McChicken', 'Chicken Fillet', 'Hibiscus', 'Nuggets', 'Mountain Dew', 'Mozzarella Sticks', 'Potato Wedges', 'Spaghetti Bolognese', 'Salad', 'Quarter Pounder', 'Alfredo Pasta', 'Spaghetti Bolognese']","Big Mac, Fries, Coke, Cheesy Bread, Fanta"
1715,Hardees,student,afternoon,"['Chicken Fillet', 'Pepsi']","Chicken Fillet, Pepsi"
1716,Zooba,student,morning,"['Falafel Sandwich', 'Fries', 'Tamarind Juice']","Falafel Sandwich, Fries, Tamarind Juice"
1717,PizzaHut,student,night,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi"
1718,SpaghettiFactory,family,morning,"['Spaghetti Bolognese', 'Garlic Bread', 'Garlic Bread']","Spaghetti Bolognese, Garlic Bread, Garlic Bread"
1719,Hardees,student,morning,"['Chicken Fillet', 'Fries']","Chicken Fillet, Fries"
1720,McDonalds,family,night,"['McChicken', 'Fries', 'Fries']","McChicken, Fries, Fries"
1721,PizzaHut,diet,afternoon,['Pepperoni Pizza'],Pepperoni Pizza
1722,KFC,student,night,"['Twister', 'Fries']","Twister, Fries"
1723,Hardees,family,afternoon,"['Chicken Fillet', 'Fries', 'Pepsi']","Chicken Fillet, Fries, Pepsi"
1724,McDonalds,family,night,"['Quarter Pounder', 'Fanta']","Quarter Pounder, Fanta"
1725,Zooba,family,night,"['Falafel Sandwich', 'Fries']","Falafel Sandwich, Fries"
1726,Zooba,student,morning,"['Falafel Sandwich', 'Fries', 'Tamarind Juice']","Falafel Sandwich, Fries, Tamarind Juice"
1727,Zooba,family,night,"['Koshary', 'Tamarind Juice', 'Tamarind Juice', 'Mirinda', 'Margherita', 'Soda', 'Koshary', 'Chicken Ranch', 'Onion Rings', 'Juice', 'Shawarma', 'Cola', 'Thickburger', 'Pickles', 'Hibiscus', 'Salad', 'Chicken Bucket']","Koshary, Tamarind Juice, Tamarind Juice, Mirinda"
1728,Bazooka,diet,night,['Crispy Sandwich'],Crispy Sandwich
1729,McDonalds,student,afternoon,"['Big Mac', 'Fries', 'Coke', 'Cheesy Bread', 'Fanta', 'Chicken Sandwich', 'BBQ Chicken Pizza', 'Wings', 'McChicken', 'Chicken Fillet', 'Hibiscus', 'Nuggets', 'Mountain Dew', 'Mozzarella Sticks', 'Potato Wedges', 'Spaghetti Bolognese', 'Salad', 'Quarter Pounder', 'Alfredo Pasta', 'Spaghetti Bolognese']","Big Mac, Fries, Coke, Cheesy Bread, Fanta"
1730,CookDoor,diet,night,['Shawarma'],Shawarma
1731,KFC,student,night,"['Zinger', 'Fries', 'Pepsi', 'Coleslaw', 'Juice', 'Salad', 'Chicken Bucket', 'Crispy Sandwich', 'Sprite', 'Salad', 'Chicken Sandwich', 'McChicken', 'Coke', 'Onion Rings', 'Juice', 'Cheesy Bread', 'Cheesy Bread', 'BBQ Chicken Pizza', 'Mountain Dew']","Zinger, Fries, Pepsi, Coleslaw, Juice"
1732,Zooba,diet,night,['Falafel Sandwich'],Falafel Sandwich
1733,TacoBell,diet,afternoon,"['Burrito', 'Fries']","Burrito, Fries"
1734,KFC,diet,afternoon,['Zinger'],Zinger
1735,McDonalds,family,night,"['Quarter Pounder', 'Fries', 'Fries', 'Coke']","Quarter Pounder, Fries, Fries, Coke"
1736,SpaghettiFactory,diet,night,['Alfredo Pasta'],Alfredo Pasta
1737,PizzaHut,diet,night,"['Pepperoni Pizza', 'Pepsi']","Pepperoni Pizza, Pepsi"
1738,KFC,student,night,"['Zinger', 'Fries', 'Pepsi']","Zinger, Fries, Pepsi"
1739,CookDoor,student,afternoon,"['Shawarma', 'Fries', 'Juice', 'Thickburger', 'Twister', 'Garlic Bread', 'Beef Burger', 'Spaghetti Bolognese', 'Coke', 'Chicken Ranch', 'Koshary', 'BBQ Chicken Pizza', '7UP', 'Burrito']","Shawarma, Fries, Juice, Thickburger"
1740,SpaghettiFactory,family,night,"['Alfredo Pasta', 'Salad', 'Juice', 'Potato Wedges']","Alfredo Pasta, Salad, Juice, Potato Wedges"
1741,McDonalds,diet,afternoon,['McChicken'],McChicken
1742,SpaghettiFactory,diet,night,['Spaghetti Bolognese'],Spaghetti Bolognese
1743,KFC,diet,night,"['Zinger', 'Fries']","Zinger, Fries"
1744,McDonalds,family,morning,"['Quarter Pounder', 'Fries', 'Fries', 'Coke']","Quarter Pounder, Fries, Fries, Coke"
1745,Hardees,family,night,"['Thickburger', 'Fries', 'Pepsi']","Thickburger, Fries, Pepsi"
1746,PizzaHut,student,afternoon,"['Chicken Ranch', 'Garlic Bread', 'Pepsi']","Chicken Ranch, Garlic Bread, Pepsi"
1747,TacoBell,student,morning,"['Taco', 'Pepsi']","Taco, Pepsi"
1748,CookDoor,diet,night,['Chicken Sandwich'],Chicken Sandwich
1749,KFC,student,night,"['Zinger', 'Fries', 'Pepsi']","Zinger, Fries, Pepsi"
1750,KFC,family,night,"['Zinger', 'Fries', 'Fries', 'Pepsi']","Zinger, Fries, Fries, Pepsi"
1751,Dominos,student,morning,['BBQ Chicken Pizza'],BBQ Chicken Pizza
1752,Bazooka,family,morning,"['Beef Burger', 'Fries']","Beef Burger, Fries"
1753,TacoBell,student,afternoon,"['Taco', 'Fries']","Taco, Fries"
1754,Hardees,student,morning,"['Thickburger', 'Pepsi']","Thickburger, Pepsi"
1755,Dominos,family,afternoon,"['Pepperoni Pizza', 'Potato Wedges', 'Sprite']","Pepperoni Pizza, Potato Wedges, Sprite"
1756,TacoBell,student,morning,"['Taco', 'Pepsi']","Taco, Pepsi"
1757,Dominos,diet,night,"['Pepperoni Pizza', 'Coke']","Pepperoni Pizza, Coke"
1758,TacoBell,diet,night,['Taco'],Taco
1759,PizzaHut,diet,afternoon,"['Pepperoni Pizza', 'Garlic Bread']","Pepperoni Pizza, Garlic Bread"
1760,McDonalds,diet,afternoon,"['McChicken', 'Fries']","McChicken, Fries"
1761,SpaghettiFactory,student,night,"['Alfredo Pasta', 'Garlic Bread', 'Juice']","Alfredo Pasta, Garlic Bread, Juice"
1762,Zooba,student,afternoon,"['Koshary', 'Tamarind Juice', 'Tamarind Juice', 'Mirinda', 'Margherita', 'Soda', 'Koshary', 'Chicken Ranch', 'Onion Rings', 'Juice', 'Shawarma', 'Cola', 'Thickburger', 'Pickles', 'Hibiscus', 'Salad', 'Chicken Bucket']","Koshary, Tamarind Juice, Tamarind Juice, Mirinda"
1763,KFC,student,night,"['Zinger', 'Fries', 'Pepsi']","Zinger, Fries, Pepsi"
1764,CookDoor,diet,morning,['Shawarma'],Shawarma
1765,PizzaHut,student,afternoon,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi"
1766,McDonalds,student,afternoon,"['Quarter Pounder', 'Fries', 'Sprite']","Quarter Pounder, Fries, Sprite"
1767,McDonalds,student,night,"['McChicken', 'Fries', 'Coke']","McChicken, Fries, Coke"
1768,PizzaHut,student,afternoon,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi"
1769,Hardees,student,night,"['Thickburger', 'Fries', 'Pepsi']","Thickburger, Fries, Pepsi"
1770,CookDoor,family,morning,"['Shawarma', 'Fries', 'Juice', 'Thickburger', 'Twister', 'Garlic Bread', 'Beef Burger', 'Spaghetti Bolognese', 'Coke', 'Chicken Ranch', 'Koshary', 'BBQ Chicken Pizza', '7UP', 'Burrito']","Shawarma, Fries, Juice, Thickburger"
1771,KFC,student,night,"['Zinger', 'Pepsi']","Zinger, Pepsi"
1772,Hardees,family,night,"['Chicken Fillet', 'Fries', 'Fries', 'Pepsi']","Chicken Fillet, Fries, Fries, Pepsi"
1773,KFC,family,afternoon,"['Twister', 'Pepsi']","Twister, Pepsi"
1774,KFC,diet,night,"['Zinger', 'Fries']","Zinger, Fries"
1775,McDonalds,diet,morning,['Quarter Pounder'],Quarter Pounder
1776,KFC,diet,afternoon,['Zinger'],Zinger
1777,TacoBell,diet,night,['Burrito'],Burrito
1778,SpaghettiFactory,family,morning,"['Alfredo Pasta', 'Garlic Bread', 'Garlic Bread', 'Juice']","Alfredo Pasta, Garlic Bread, Garlic Bread, Juice"
1779,KFC,family,afternoon,"['Chicken Bucket', 'Fries', 'Pepsi']","Chicken Bucket, Fries, Pepsi"
1780,Bazooka,family,morning,"['Crispy Sandwich', 'Fries', 'Fries', 'Juice']","Crispy Sandwich, Fries, Fries, Juice"
1781,SpaghettiFactory,family,morning,"['Spaghetti Bolognese', 'Garlic Bread', 'Salad']","Spaghetti Bolognese, Garlic Bread, Salad"
1782,Hardees,student,afternoon,"['Chicken Fillet', 'Fries', 'Pepsi']","Chicken Fillet, Fries, Pepsi"
1783,McDonalds,student,morning,"['McChicken', 'Fries', 'Coke']","McChicken, Fries, Coke"
1784,CookDoor,family,morning,"['Shawarma', 'Fries', 'Juice']","Shawarma, Fries, Juice"
1785,PizzaHut,student,night,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi"
1786,Bazooka,family,night,"['Beef Burger', 'Fries', 'Fries', 'Cola']","Beef Burger, Fries, Fries, Cola"
1787,PizzaHut,student,morning,"['Pepperoni Pizza', 'Wings', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi"
1788,PizzaHut,diet,night,"['Chicken Ranch', 'Pepsi']","Chicken Ranch, Pepsi"
1789,Zooba,diet,morning,['Koshary'],Koshary
1790,SpaghettiFactory,family,morning,"['Spaghetti Bolognese', 'Salad', 'Juice']","Spaghetti Bolognese, Salad, Juice"
1791,Dominos,diet,morning,['Pepperoni Pizza'],Pepperoni Pizza
1792,Bazooka,student,afternoon,"['Beef Burger', 'Juice']","Beef Burger, Juice"
1793,Dominos,diet,morning,['Pepperoni Pizza'],Pepperoni Pizza
1794,PizzaHut,family,night,"['Pepperoni Pizza', 'Wings', 'Pepsi', 'Pepsi', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Chicken Bucket', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Zinger', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Beef Burger', 'Pepsi', 'Pepsi', 'McChicken', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pickles', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Sprite', 'Potato Wedges', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Cheesy Bread', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Mirinda', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepperoni Pizza', 'Koshary', 'Pepsi', 'Onion Rings', 'Pepsi', 'Quarter Pounder', 'Pepsi', 'Pepsi', 'Pepsi', 'Coleslaw', 'Pepsi', 'Coleslaw', 'Pepsi', 'Tamarind Juice', 'Pepsi']","Pepperoni Pizza, Wings, Pepsi, Pepsi, Potato Wedges, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi, Pepsi"
1795,SpaghettiFactory,diet,night,['Alfredo Pasta'],Alfredo Pasta
1796,Hardees,student,afternoon,"['Chicken Fillet', 'Fries']","Chicken Fillet, Fries"
1797,SpaghettiFactory,diet,morning,['Alfredo Pasta'],Alfredo Pasta
1798,TacoBell,student,afternoon,"['Burrito', 'Fries', 'Pepsi']","Burrito, Fries, Pepsi"
1799,Hardees,diet,morning,['Thickburger'],Thickburger
1800,PizzaHut,diet,afternoon,['Pepperoni Pizza'],Pepperoni Pizza
1801,Dominos,family,afternoon,"['Pepperoni Pizza', 'Potato Wedges']","Pepperoni Pizza, Potato Wedges"
1802,CookDoor,family,night,"['Shawarma', 'Fries', 'Fries', 'Juice']","Shawarma, Fries, Fries, Juice"
1803,PizzaHut,student,afternoon,"['Pepperoni Pizza', 'Pepsi']","Pepperoni Pizza, Pepsi"
1804,Dominos,diet,morning,['Pepperoni Pizza'],Pepperoni Pizza
1805,SpaghettiFactory,diet,night,"['Alfredo Pasta', 'Pickles']","Alfredo Pasta, Pickles"
1806,TacoBell,family,night,"['Taco', 'Fries', 'Pepsi']","Taco, Fries, Pepsi"
1807,SpaghettiFactory,student,night,"['Alfredo Pasta', 'Salad', 'Juice']","Alfredo Pasta, Salad, Juice"
1808,Bazooka,family,afternoon,"['Beef Burger', 'Fries', 'Juice']","Beef Burger, Fries, Juice"
1809,CookDoor,diet,afternoon,"['Shawarma', 'Fries']","Shawarma, Fries"
1810,KFC,student,night,"['Chicken Bucket', 'Pepsi']","Chicken Bucket, Pepsi"
1811,CookDoor,student,morning,"['Shawarma', 'Fries', 'Juice']","Shawarma, Fries, Juice"
1812,Zooba,family,morning,"['Koshary', 'Fries']","Koshary, Fries"
1813,Hardees,family,afternoon,"['Thickburger', 'Fries', 'Fries', 'Cola']","Thickburger, Fries, Fries, Cola"
1814,Dominos,student,morning,"['Pepperoni Pizza', 'Potato Wedges', 'Sprite']","Pepperoni Pizza, Potato Wedges, Sprite"
1815,CookDoor,family,morning,"['Chicken Sandwich', 'Fries', 'Cola']","Chicken Sandwich, Fries, Cola"
1816,McDonalds,student,night,"['Quarter Pounder', 'Coke']","Quarter Pounder, Coke"
1817,SpaghettiFactory,student,afternoon,"['Alfredo Pasta', 'Garlic Bread']","Alfredo Pasta, Garlic Bread"
1818,McDonalds,student,morning,"['Quarter Pounder', 'Fries', 'Sprite']","Quarter Pounder, Fries, Sprite"
1819,Dominos,family,night,"['BBQ Chicken Pizza', 'Potato Wedges', 'Potato Wedges', 'Coke', 'Sprite', 'Alfredo Pasta']","BBQ Chicken Pizza, Potato Wedges, Potato Wedges, Coke, Sprite, Alfredo Pasta"
1820,Bazooka,diet,night,['Crispy Sandwich'],Crispy Sandwich
1821,SpaghettiFactory,family,night,"['Spaghetti Bolognese', 'Garlic Bread', 'Garlic Bread', 'Juice']","Spaghetti Bolognese, Garlic Bread, Garlic Bread, Juice"
1822,Zooba,student,night,"['Koshary', 'Tamarind Juice', 'Tamarind Juice', 'Mirinda', 'Margherita', 'Soda', 'Koshary', 'Chicken Ranch', 'Onion Rings', 'Juice', 'Shawarma', 'Cola', 'Thickburger', 'Pickles', 'Hibiscus', 'Salad', 'Chicken Bucket']","Koshary, Tamarind Juice, Tamarind Juice, Mirinda"
1823,TacoBell,student,morning,"['Burrito', 'Pepsi']","Burrito, Pepsi"
1824,Dominos,student,night,"['Pepperoni Pizza', 'Sprite', 'Sprite']","Pepperoni Pizza, Sprite, Sprite"
